Profile Name,Profile Name link,Job Title,Location
Alexandre Cosson 18 k abonnés Dominique Seguin 🟢 Vendre facilement Ronan LOAS 55 autres relations que vous avez en commun,https://www.linkedin.com/in/alexandre-cosson-44487917/,Partner CEO - FINTECH - Family Office - Investment Solutions,"Paris, Île-de-France, France"
Guillaume de Trogoff Jean Neltner Jean Marie Tassy Simeoni 11 autres relations que vous avez en commun,https://www.linkedin.com/in/guillaume-de-trogoff-95365213/,Directeur général adjoint chez Zenith AM,"Paris, Île-de-France, France"
Marc-Antoine Dolfi Jerome CASTEUBLE Sébastien Leleu 1 autre relation que vous avez en commun,https://www.linkedin.com/in/marc-antoine-dolfi-72991115/,Managing Partner,France
Marie-Claire Mainka 2 k abonnés Olivier Tilloy Guillaume FARDE 2 autres relations que vous avez en commun,https://www.linkedin.com/in/marie-claire-mainka-95721515/,Gérant de Portefeuille,Paris et périphérie
Georges Klenkle Gandé Aitor DAGBA EGUILUZ Nicolas Machard 59 autres relations que vous avez en commun,https://www.linkedin.com/in/georgesklenkle/,"Entrepreneur multi-business | IA, performance & stratégie | Co-fondateur de FreewayTeam",Paris et périphérie
Nicolas Delaunay Jerome CASTEUBLE Sébastien Leleu 2 autres relations que vous avez en commun,https://www.linkedin.com/in/nicolas-delaunay-6524b116/,Directeur Associé chez AQUITI Gestion,"Limoges, Nouvelle-Aquitaine, France"
Virginie Fauvel Jean Neltner Franck Vignard-Rosez 24 autres relations que vous avez en commun,https://www.linkedin.com/in/virginie-fauvel-2b15a91/,Chief Executive Officer at Harvest SA,Paris et périphérie
Marianne Harlé Jean Marie Tassy Simeoni Jerome CASTEUBLE 5 autres relations que vous avez en commun,https://www.linkedin.com/in/marianne-harl%C3%A9-41b5573/,Partner | Private Equity investor | Board Member,Paris et périphérie
Betthaeuser (Guez) Emmanuelle Boris Janicek Christian JORGE 1 autre relation que vous avez en commun,https://www.linkedin.com/in/betthaeuser-guez-emmanuelle-03948a17/,Associée/Partner at Pléiade Investissement,Paris et périphérie
Sabrina Bazire Jerome CASTEUBLE Sébastien Leleu 1 autre relation que vous avez en commun,https://www.linkedin.com/in/sabrina-bazire-2846b012/,Investment Director at Andera Partners,Paris et périphérie
Joachim Azan 18 k abonnés Emmanuel de Vauxmoret Aurelien Visa 31 autres relations que vous avez en commun,https://www.linkedin.com/in/joachim-azan-20a324/,Président - Fondateur de Novaxia & Président de l’ORIE (Observatoire régional de l’immobilier d’entreprise),"Paris, Île-de-France, France"
Michel BERJAMIN-SALAÜN Jean Marie Tassy Simeoni Christine Jutard 3 autres relations que vous avez en commun,https://www.linkedin.com/in/michel-berjamin-sala%C3%BCn-19828111/,Président SINENSIS,"Saint-Brieuc, Bretagne, France"
Bernard Delattre Jean Neltner Jean Marie Tassy Simeoni 13 autres relations que vous avez en commun,https://www.linkedin.com/in/bernard-delattre-aa98002/,Directeur Général MW Gestion,Paris et périphérie
François Gratiolet 9 k abonnés Cyril Garbois Matthias Fille 10 autres relations que vous avez en commun,https://www.linkedin.com/in/francoisgratiolet/,Partner | ex CISO | Entrepreneur | Board advisor | Builder and Scaler of Businesses,"Paris, Île-de-France, France"
Pierre-Emmanuel Weil 5 k abonnés Laurent Plantier Éloïc Peyrache 10 autres relations que vous avez en commun,https://www.linkedin.com/in/pierre-emmanuel-weil-084a601/,CEO & Founder VAULT GROUP / VAULT FAMILY OFFICE,"Paris, Île-de-France, France"
Cécile Nguyen-Cluzel 3 k abonnés Ben Costantini Jerome CASTEUBLE 2 autres relations que vous avez en commun,https://www.linkedin.com/in/cecile-nguyen-cluzel/,Private Equity Partner,"Paris, Île-de-France, France"
Arnaud Perrier Jerome CASTEUBLE Sébastien Leleu 2 autres relations que vous avez en commun,https://www.linkedin.com/in/arnaud-perrier-3086533/,Associé Fondateur - Inkipit Finance,"Paris, Île-de-France, France"
Marc de Saint Denis Jerome CASTEUBLE Sébastien Leleu 4 autres relations que vous avez en commun,https://www.linkedin.com/in/marc-de-saint-denis-40505813/,Président,Paris et périphérie
Jean-Luc Guizot Christian JORGE Adrien Gateau 24 autres relations que vous avez en commun,https://www.linkedin.com/in/jean-luc-guizot-28b3a411/,Gérant FIVALYS,Paris et périphérie
Frédéric Quéru Gabriel Delattre Sébastien Leleu 2 autres relations que vous avez en commun,https://www.linkedin.com/in/fredericqueru/,Managing Director chez Ardian Growth,"Paris, Île-de-France, France"
Xavier FAUQUET Dominique Seguin 🟢 Vendre facilement Stéphane Mallard 5 autres relations que vous avez en commun,https://www.linkedin.com/in/fauquet/,Co-Founder and Partner at FORMIND,France
Nicolas N. Ronan LOAS Yoann Castiel 18 autres relations que vous avez en commun,https://www.linkedin.com/in/nicolas-n-9522b4/,Partner - Accompagnement patrimonial & Family office,"Paris, Île-de-France, France"
Hasnaa HAFID Jerome CASTEUBLE Sébastien Leleu 1 autre relation que vous avez en commun,https://www.linkedin.com/in/hasnaa-hafid-706bba2/,Directrice de Participations at IXO PRIVATE EQUITY,Toulouse et périphérie
Jonathan De Smet Jean-Paul Gaumet Sébastien Leleu,https://www.linkedin.com/in/jonathandesmet/,Founder & CEO at AKABI,Luxembourg
Georges de La Taille 9 k abonnés Dominique Seguin 🟢 Vendre facilement Emmanuel de Vauxmoret 22 autres relations que vous avez en commun,https://www.linkedin.com/in/georgesd/,CEO / Fondateur Actusite,Paris et périphérie
Pierre Decré Boris Janicek Sébastien Leleu 2 autres relations que vous avez en commun,https://www.linkedin.com/in/pierre-decr%C3%A9-0b7b89/,Directeur Associé chez Parquest,"Paris, Île-de-France, France"
Isabelle Hermetet Dominique Seguin 🟢 Vendre facilement Boris Janicek 6 autres relations que vous avez en commun,https://www.linkedin.com/in/isabelle-hermetet-38aa29/,Managing Partner at Seven2 (fka Apax Partners),Paris et périphérie
Pierre Meignen Cyril Garbois Jerome CASTEUBLE 14 autres relations que vous avez en commun,https://www.linkedin.com/in/pierre-meignen-2aa7385/,Head of Eurazeo ELEVATE,"Paris, Île-de-France, France"
Cyril Doukhan Laurent Plantier Amandine Azencott 7 autres relations que vous avez en commun,https://www.linkedin.com/in/cyril-doukhan-9205891/,Associé chez 64 FINANCE,"Paris, Île-de-France, France"
Eric Delgutte Yoann Castiel Arthur Waller 4 autres relations que vous avez en commun,https://www.linkedin.com/in/eric1delgutte/,Partner,Paris et périphérie
Paul Bertrand Christofer Ciminelli Yoann Castiel 4 autres relations que vous avez en commun,https://www.linkedin.com/in/paul-bertrand-b9a918a/,Associé chez Abénex,Paris et périphérie
Bertrand Tissot Hichem Karoui Réda El Mghazli 1 autre relation que vous avez en commun,https://www.linkedin.com/in/bertrand-tissot-98177b/,Partner at B & Capital,Paris et périphérie
Thomas Spadone Yoann Castiel Pierre-Baptiste Landoin 7 autres relations que vous avez en commun,https://www.linkedin.com/in/thomasspadone/,CEO at ANTARIA SAS,Lyon et périphérie
Quentin Brias Benjamin Lancar Guillaume PEPIN 6 autres relations que vous avez en commun,https://www.linkedin.com/in/quentin-brias-569b783/,Investment Director in Private Equity,"Paris, Île-de-France, France"
Rodolphe HERBELIN Jerome CASTEUBLE Hervé Berville 2 autres relations que vous avez en commun,https://www.linkedin.com/in/rodolphe-herbelin-780885/,Directeur général délégué - Associé Fondateur,France
Pierre-Jean Mouesca Clémence Rousseau-Dumarcet Sébastien Leleu,https://www.linkedin.com/in/pierre-jean-mouesca-5573365/,Directeur d'Investissement at CIC Private Debt,Marseille et périphérie
Marc Emirian Laurent Plantier Guillaume Lestrade 13 autres relations que vous avez en commun,https://www.linkedin.com/in/marc-emirian-3b485b/,Associé Co-Fondateur chez KEYVESTA,France
Serge Harroch (Alpha Phi) 6 k abonnés Bertrand Jouvenot Dominique Seguin 🟢 Vendre facilement 24 autres relations que vous avez en commun Prendre un rendez-vous,https://www.linkedin.com/in/serge-harroch-alpha-phi/,Je vous accompagne dans vos projets de vie en adaptant votre patrimoine à leur réalisation ->Optimiser vos financements ->Faire fructifier votre épargne -> Réduire vos impôts en vous assurant des revenus complémentaires.,Paris et périphérie
Stéphanie Delestre 59 k abonnés Bertrand Jouvenot Jean Neltner 136 autres relations que vous avez en commun,https://www.linkedin.com/in/stephaniedelestre/,"CEO & Cofondatrice @ Volubile.ai | +400 entreprises automatisent leurs appels entrants & sortants grâce à nos agents vocaux IA — dispo dès 1h, 24/7, +50 langues","Paris, Île-de-France, France"
Mariona Vivar Mompel Richard Polk Matthias Fille 3 autres relations que vous avez en commun,https://www.linkedin.com/in/mariona-vivar-mompel-7bbb0a13/,Rédactrice en chef adjointe chez News Assurances Pro,Paris et périphérie
Avi Corcos 2 k abonnés Pierre Attyasse Sébastien Leleu 2 autres relations que vous avez en commun,https://www.linkedin.com/in/avi-corcos-aa06a/,Investment Director at Zencap Asset Management,France
Jean-Baptiste Salvin Sébastien Leleu,https://www.linkedin.com/in/jean-baptiste-salvin-43a3312/,Partner at Bridgepoint,Paris et périphérie
Mathilde Paoli Jerome CASTEUBLE Sébastien Leleu 4 autres relations que vous avez en commun,https://www.linkedin.com/in/mathilde-paoli-609bb0/,CEO - ALS,Paris et périphérie
Olivier Vasseur Thomas du Paty de Clam Guillaume Lestrade 3 autres relations que vous avez en commun Voir mes services,https://www.linkedin.com/in/oliviervasseur1ficalitegestiondepatrimoinebanquebarclayscitibankmilleisplacementscryptomoneynft/,Associé fondateur LDV Patrimoine,"Paris, Île-de-France, France"
Brahim Ammor Arthur Waller Gaspard Gantzer 2 autres relations que vous avez en commun,https://www.linkedin.com/in/brahimammor/,Partner at Five Arrows - Global Partner at Rothschild & Co,"Paris, Île-de-France, France"
Stéphane Schaepelynck Sebastien Moaligou Amandine Azencott 25 autres relations que vous avez en commun,https://www.linkedin.com/in/st%C3%A9phane-schaepelynck/,Conseiller en gestion privée,Paris et périphérie
Julien Dupont Christian JORGE Jerome CASTEUBLE 5 autres relations que vous avez en commun,https://www.linkedin.com/in/julien-dupont-a876a03/,Investment Manager at Groupe Chevrillon,Bordeaux et périphérie
Laurent Mouflin 5 k abonnés Jean Marie Tassy Simeoni Raphaël Vannier 14 autres relations que vous avez en commun,https://www.linkedin.com/in/laurentmouflin/,Partner - PAX Corporate Finance - Growth / Tech M&A,Paris et périphérie
Stephan Clerjaud Jean Marie Tassy Simeoni Clémence Rousseau-Dumarcet 25 autres relations que vous avez en commun,https://www.linkedin.com/in/stephanclerjaud/,Asset Allocation & Asset Management | Master 2 Gestion d’actifs (222) & Droit du patrimoine professionnel (223) @Dauphine | DU Gestion de Patrimoine @Aurep,Paris et périphérie
Hervé Krissi Laurent Plantier Jean-François Fruchtman 12 autres relations que vous avez en commun,https://www.linkedin.com/in/herv%C3%A9-krissi-66aaa/,Partner M&A Transaction Services Next ! Financial Advisors,Paris et périphérie
Cyril TOURNEMIRE Éloïc Peyrache Jerome CASTEUBLE 7 autres relations que vous avez en commun,https://www.linkedin.com/in/cyril-tournemire-ab273a3/,"MERIDIAN, Associé - Executive Search - HEC MSc Finance",Paris et périphérie
Jean-Baptiste Bessieres Jerome CASTEUBLE Sébastien Leleu,https://www.linkedin.com/in/jean-baptiste-bessieres-0bbb25/,Partner chez Andera Partners,Paris et périphérie
Damien DESTREMAU Raphaël Vannier Evelyne Scuto Gaillard 13 autres relations que vous avez en commun,https://www.linkedin.com/in/damien-destremau-b44b139/,CEO at The Reefer Group,France
Florent THOMANN Audrey Destang Sébastien Leleu 3 autres relations que vous avez en commun,https://www.linkedin.com/in/florent-thomann-91593919/,Founder & Managing Partner,Paris et périphérie
Laurent Espic Sébastien Leleu,https://www.linkedin.com/in/laurent-espic-44b50918/,Senior Advisor- Private Equity,"Paris, Île-de-France, France"
Thomas Moreau 11 k abonnés Anne-Isabelle Choueiri (Garcia) Alberto Buron 12 autres relations que vous avez en commun,https://www.linkedin.com/in/thomas-moreau-partner/,"Partner @ EY | Supply Chain, Operations Management","Paris, Île-de-France, France"
Edwin D. Thomas du Paty de Clam Siptene Pirbay 18 autres relations que vous avez en commun,https://www.linkedin.com/in/edwin-crypto/,Managing Partner - Directeur du Développement - Crypto Investment Solutions,France
Eric BETTON Bruno GUY Sébastien Leleu 4 autres relations que vous avez en commun,https://www.linkedin.com/in/eric-betton/,Co-Fondateur de Twineeds,"Paris, Île-de-France, France"
Julien Pietri Gilbert Potié Romain Coirault 16 autres relations que vous avez en commun,https://www.linkedin.com/in/julien-pietri/,Directeur Commercial - Dette privée immobilière - Fonds Oxygen Senior Loan,Paris et périphérie
Olivier Moatti Sébastien Leleu,https://www.linkedin.com/in/olivier-moatti-56545/,"Managing Partner at Abénex, (Europe)",Paris et périphérie
Frederic Cezard 1 k abonnés Siptene Pirbay Sébastien Leleu,https://www.linkedin.com/in/frederic-cezard-4a0592b/,Directeur Général Groupe Hexagone,"Paris, Île-de-France, France"
Enrick Gane Jerome CASTEUBLE Sébastien Leleu 2 autres relations que vous avez en commun,https://www.linkedin.com/in/enrick-gane/,Partner chez Pax Corporate Finance,Paris et périphérie
Nicolas Gautier 10 k abonnés Anne-Sophie Nardy Besson-Gonthier Thibaud Elziere 26 autres relations que vous avez en commun,https://www.linkedin.com/in/nicolas-gautier-0519b82/,Directeur du développement - Born in 330 ppm -,Paris et périphérie
Arthur Chemin Romain Coirault Etienne Alcouffe 7 autres relations que vous avez en commun,https://www.linkedin.com/in/arthurchemin/,Product Strategy & Marketing @Tiktok | Ex-Google,"Doubaï, Émirats arabes unis"
Philippe Zurawski Sébastien Leleu Alison Imbert,https://www.linkedin.com/in/philippe-zurawski-6953982/,Partner B & Capital,Paris et périphérie
Saada Franck Jean-Paul Gaumet Sébastien Leleu,https://www.linkedin.com/in/francksaada/,Director Financial Services Advisory chez KPMG,"Paris, Île-de-France, France"
Edouard Petitdidier Boris Janicek Cyril Garbois 17 autres relations que vous avez en commun,https://www.linkedin.com/in/edouard-petitdidier-family-office/,Associé Fondateur - ALLURE FINANCE,Paris et périphérie
Elsa Cuisinier Sébastien Leleu Sabine Chaillas 1 autre relation que vous avez en commun,https://www.linkedin.com/in/elsa-cuisinier-a76a401/,Présidente chez Colombus Consulting,Paris et périphérie
Alexandre Sammut Sébastien Leleu,https://www.linkedin.com/in/alexandresammut/,Head of Fixed Income at FLORNOY,"Paris, Île-de-France, France"
Etienne Landel Jerome CASTEUBLE Sébastien Leleu,https://www.linkedin.com/in/etienne-landel-96246b11/,CEO/ Président du Directoire Sodero,"Nantes, Pays de la Loire, France"
Christophe Bessac Olivier Tilloy Romain Coirault 21 autres relations que vous avez en commun,https://www.linkedin.com/in/christophe-bessac-77512110/,CEO - Excelliance Conseil,Paris et périphérie
Michel Szecowka Jean Marie Tassy Simeoni Cyril Garbois 14 autres relations que vous avez en commun,https://www.linkedin.com/in/michel-szecowka/,Fondateur d'AMM Family Office - Conseil en Investissements de plusieurs familles,"Paris, Île-de-France, France"
Ludovic Farnault Cyril Pierre de Geyer Thomas du Paty de Clam 18 autres relations que vous avez en commun,https://www.linkedin.com/in/ludovic-farnault-44846613/,Ceo Meyon 🚀,Paris et périphérie
Olivier Combastet Olivier Tilloy Éloïc Peyrache 5 autres relations que vous avez en commun Voir mes services,https://www.linkedin.com/in/olivier-combastet/fr/,Président fondateur de Pergam | Entrepreneur | Private Equity | Gestion d’actifs,Paris et périphérie
Gontran DUCHESNE Laurent Plantier Éloïc Peyrache 5 autres relations que vous avez en commun,https://www.linkedin.com/in/duchesnegontran/,COO / CFO - Investor and Business development 🏭- Certified Board Member - Certified mediator and arbitrator ⚖️ - Executive coaching - Data science,"Paris, Île-de-France, France"
Geoffrey Bruyere Olivier Tilloy Romain Coirault 44 autres relations que vous avez en commun,https://www.linkedin.com/in/geoffreybruyere/,"CEO · CMO | Marque, Croissance & IA | Fondateur BonneGueule","Aix-en-Provence, Provence-Alpes-Côte d’Azur, France"
Emmanuel Herbinet Grégoire BEAURAIN Jerome CASTEUBLE 1 autre relation que vous avez en commun,https://www.linkedin.com/in/emmanuel-herbinet-8563301/,Associé at ABENEX Investing with purpose - B Corp,Paris et périphérie
Vincent Cudkowicz 6 k abonnés Bertrand Jouvenot Cyril Pierre de Geyer 17 autres relations que vous avez en commun,https://www.linkedin.com/in/vcudkowicz/,Board & Senior Advisor | Croissance & distribution (CGP/retail) | Digital+data & IA (pivot go-to-market) | Asset Management & épargne | • Alma Capital • AEW • Masteos • Novaxia | Opérateur Maisons Hôtelières de Luxe,Paris et périphérie
Yonathan Elmalem Jean Marie Tassy Simeoni Benjamin Lancar 7 autres relations que vous avez en commun,https://www.linkedin.com/in/yonathan-elmalem-99878b13/,Directeur Associé chez Kresk Développement,Paris et périphérie
Patrick Pilcer Boris Janicek Emmanuel Bismuth 2 autres relations que vous avez en commun,https://www.linkedin.com/in/patrick-pilcer-5232bb/,Président Pilcer & Associés,Paris et périphérie
Damien Garau Olivier Tilloy Samboy Camara 11 autres relations que vous avez en commun,https://www.linkedin.com/in/damiengarau/,Directeur Général Associé chez Connect Pro,Marseille et périphérie
Jean-Baptiste Chetti Jean Marie Tassy Simeoni Sébastien Leleu Accéder à mon site web,https://www.linkedin.com/in/jeanbaptistechetti-thinkmarket/,Fondateur de Thinkmarket | Spécialiste du Business‑Shift Consulting | Accompagnement des dirigeants & équipes dans leurs transformations,"Paris, Île-de-France, France"
Camille Bacot (de Besombes) Éloïc Peyrache Emmanuel Daubricourt 7 autres relations que vous avez en commun,https://www.linkedin.com/in/camille-bacot-de-besombes-0774b017/,Directrice M&A at Amaury Groupe,Paris et périphérie
Romain Noirault Éloïc Peyrache Yoann Castiel 5 autres relations que vous avez en commun,https://www.linkedin.com/in/romain-noirault-equitim/,Président d’Equitim,"Boulogne-Billancourt, Île-de-France, France"
Arnaud Delpierre Lévana Tordjman Sébastien Leleu 4 autres relations que vous avez en commun,https://www.linkedin.com/in/arnaud-delpierre-26b6233/,Directeur Général chez Dékuple Assurance,France
Florent Daversin 15 k abonnés Etienne Viellard Dominique Seguin 🟢 Vendre facilement 26 autres relations que vous avez en commun,https://www.linkedin.com/in/florentdaversin/,Co-founder & CEO VO2 GROUP,"Paris, Île-de-France, France"
François Chaulet Jerome CASTEUBLE Sébastien Leleu,https://www.linkedin.com/in/fran%C3%A7ois-chaulet-03a07610/,Président de Montségur Finance,Paris et périphérie
Christophe Eberlé 4 k abonnés Samya Badouraly Guillaume Coulomb 3 autres relations que vous avez en commun,https://www.linkedin.com/in/christophe-eberle/,Founder Partner @MINDSTONE,Paris et périphérie
Pascal BADIER Benoit Menet Denis MEILHON 4 autres relations que vous avez en commun,https://www.linkedin.com/in/pascalbadier/,Cofondateur de MILESTONE,Paris et périphérie
Eric Cohen 17 k abonnés Bertrand Jouvenot Olivier Tilloy 17 autres relations que vous avez en commun Accéder à mon site web,https://www.linkedin.com/in/ericcohen3/,Executive Chairman & Owner at Keyrus | Leading AI Innovator,Paris et périphérie
Pascal Blanc-Brude Jerome CASTEUBLE Sébastien Leleu,https://www.linkedin.com/in/pascal-blanc-brude-6722ba15/,Directeur chez Aquasourça,"Lyon, Auvergne-Rhône-Alpes, France"
Guillaume Bourcier Cyril Pierre de Geyer Éloïc Peyrache 22 autres relations que vous avez en commun,https://www.linkedin.com/in/guillaume-bourcier-81b6191/fr/,Private Equity @ Hivest Capital | Professeur à HEC Paris,Paris et périphérie
Ludovic Sarda Cyril Garbois Benoît Jeanvoine 7 autres relations que vous avez en commun Accéder à mon site web,https://www.linkedin.com/in/ludovicsarda/,Founder at Pytheas Capital,"Paris, Île-de-France, France"
Julien Langlade Grégoire BEAURAIN James Rebours 13 autres relations que vous avez en commun,https://www.linkedin.com/in/julien-langlade-7626415/,Président - CAFPI,Paris et périphérie
Christophe Dumoulin 3 k abonnés Jean Neltner Amandine MULTIN 🅓🅝🅓 7 autres relations que vous avez en commun,https://www.linkedin.com/in/dumoulinchristophe/fr/,Repense la Transformation pour le Bien Commun en tant que Président d'Apsia,"Paris, Île-de-France, France"
Marc-Antoine Janny Nicolas BEAUCHESNE Benjamin Lancar 9 autres relations que vous avez en commun Accéder à mon site web,https://www.linkedin.com/in/marc-antoine-janny-5778432/,Founding Partner at Cervinvest Capital,Paris et périphérie
Christophe de Becdelievre Bertrand Jouvenot Dominique Seguin 🟢 Vendre facilement 79 autres relations que vous avez en commun,https://www.linkedin.com/in/christophe-de-becdelievre/,Fondateur et CEO 🦉LeHibou | Next40 - French Tech 120,Paris et périphérie
Sébastien BRECHARD Serge Kinkingnéhun 🪳 Benoît Jeanvoine 12 autres relations que vous avez en commun,https://www.linkedin.com/in/sebastien-brechard-private-equity-capital-investissement/,Directeur de Participations chez Bpifrance,"Reims, Grand Est, France"
Bertrand Pullès 9 k abonnés Jean Neltner Nicolas Machard 7 autres relations que vous avez en commun,https://www.linkedin.com/in/bertrand-pull%C3%A8s-6a47115/,Co-Founder & Managing Partner,"Paris, Île-de-France, France"
Mériadec Portier 3 k abonnés Pascal de Lima Jerome CASTEUBLE 2 autres relations que vous avez en commun,https://www.linkedin.com/in/m%C3%A9riadecportier/,Directeur général chez SAGIS,"Paris, Île-de-France, France"
Marc de Roincé Jerome CASTEUBLE Sébastien Leleu,https://www.linkedin.com/in/marc-de-roinc%C3%A9-04898b3/,Directeur Général Mahaka,Marseille et périphérie
Philippe de Lestrange Cyril Garbois Jerome CASTEUBLE 1 autre relation que vous avez en commun,https://www.linkedin.com/in/philippe-de-lestrange-2a29b810/,Directeur associé at DZETA CONSEIL,Paris et périphérie
Julien Jorge Bertrand Jouvenot Jerome CASTEUBLE 9 autres relations que vous avez en commun,https://www.linkedin.com/in/julien-jorge-4a80495/,Directeur pôle d'investissements,Marseille et périphérie
Henry-Louis Mérieux Rachel Lesage Jerome CASTEUBLE 2 autres relations que vous avez en commun,https://www.linkedin.com/in/henry-louis-m%C3%A9rieux-5468637/,Managing Partner MML Capital,Paris et périphérie
Bruno Bernard Jerome CASTEUBLE Sébastien Leleu 2 autres relations que vous avez en commun,https://www.linkedin.com/in/bruno-bernard-/,Associé,Paris et périphérie
Laurent Mabileau Grégoire BEAURAIN Sébastien Leleu 2 autres relations que vous avez en commun,https://www.linkedin.com/in/laurent-mabileau-6895073/,CFO @ Sloan,"Paris, Île-de-France, France"
Sylvain Weber Jean Neltner Giuseppe de Martino 44 autres relations que vous avez en commun Accéder à mon site web,https://www.linkedin.com/in/sylvainw/fr/,"CEO @ Fastory.io - Driving fan loyalty & revenue for ⚽️ Ligue 1, 🏀 Paris Basketball, 🎾 Roland Garros, 🚴Tour de France, 🍀 Unibet, 🥇 Paris 2024 and more!","Paris, Île-de-France, France"
Jérémie Manigne Pierre Harand Giuseppe de Martino 9 autres relations que vous avez en commun,https://www.linkedin.com/in/jeremiemanigne/,CEO chez Niji,Paris et périphérie
Nicolas Darnaud James Rebours Jerome CASTEUBLE 6 autres relations que vous avez en commun,https://www.linkedin.com/in/nicolas-darnaud-5a98724/,Private Equity investor - Member of the Executive Committee - Cobepa,"Paris, Île-de-France, France"
Henry Masdevall Pauline Arnaud-Blanchard Jerome CASTEUBLE 2 autres relations que vous avez en commun,https://www.linkedin.com/in/henry-masdevall-15b1bb19/,Président de Valorey Finance & d’Actualis Associés,Paris et périphérie
Caroline SOULIGNAC Audrey Philippot Dahan Jerome CASTEUBLE 4 autres relations que vous avez en commun,https://www.linkedin.com/in/caroline-soulignac-83490313/,"Executive Director, Structured Finance - LBO & Acquisition Finance",Paris et périphérie
David Cognasse 5 k abonnés Jean Marie Tassy Simeoni Dominique Seguin 🟢 Vendre facilement 19 autres relations que vous avez en commun,https://www.linkedin.com/in/david-cognasse-462470/,LBO et capital-développement - IRDI,Bordeaux et périphérie
Fabien Cabezon Thomas du Paty de Clam Siptene Pirbay 6 autres relations que vous avez en commun Voir mes services,https://www.linkedin.com/in/fabien-cabezon-96a6a613/,Directeur Associé - Côme,France
Emmanuel COSNET Baptiste Derongs Christine Jutard 1 autre relation que vous avez en commun Accéder à mon site web,https://www.linkedin.com/in/emmanuelcosnet/,Président CONSTELLATIS - Groupe GERESO,Paris et périphérie
Franck DUPRE 15 k abonnés Tong Chhor Romain Vivien 23 autres relations que vous avez en commun Accéder à mon site web,https://www.linkedin.com/in/duprefranck/fr/,PDG du Groupe ALTIM,"Boulogne-Billancourt, Île-de-France, France"
Ruben Aouizerate Romain Coirault Sébastien Leleu,https://www.linkedin.com/in/ruben-aouizerate-58117319/,Associé @ Beyond Wealth I Board Patrimonial,"Paris, Île-de-France, France"
Romain Elmosnino 1 k abonnés Thomas du Paty de Clam Sébastien Leleu 3 autres relations que vous avez en commun,https://www.linkedin.com/in/romain-elmosnino/,vested.fr 🐿️🪂 / CGP - CIF,Paris et périphérie
Guillaume Gascoin Yoann Castiel Sébastien Leleu 1 autre relation que vous avez en commun,https://www.linkedin.com/in/guillaume-gascoin-89a7952/fr/,Avocat associé,Paris et périphérie
Jérôme Fournier Le Ray Nicolas BEAUCHESNE Sébastien Leleu,https://www.linkedin.com/in/j%C3%A9r%C3%B4me-fournier-le-ray-a5a135/,"Impact Expansion: private equity in healthcare, education and environment",Paris et périphérie
Olivier Duverdier 12 k abonnés Etienne Viellard Olivier Tilloy 65 autres relations que vous avez en commun,https://www.linkedin.com/in/olivier-duverdier-5507261/,Co-founder & CEO chez Kaliz,Paris et périphérie
Veronique Aubin Etienne Viellard Olivier Tilloy 10 autres relations que vous avez en commun Accéder à mon site web,https://www.linkedin.com/in/veronique-aubin-36887619/,Présidente de Xelis Family Office / Co-fondatrice du Club du Multi Family Office / Partner Family Ventures,Paris et périphérie
Jonathan Sarfati Sébastien Leleu Morgane HUET 1 autre relation que vous avez en commun,https://www.linkedin.com/in/jonathan-sarfati-45265a11/,Chief Financial Officer (CFO / DAF) - Freeland,"Paris, Île-de-France, France"
Sylvain Caillat 4 k abonnés Jerome CASTEUBLE Vincent Bernot 5 autres relations que vous avez en commun,https://www.linkedin.com/in/sylvaincaillat/,Directeur de participations chez iXO Private Equity,France
Paris School of Business Alumni Thomas Dwarswaard Sébastien Leleu 12 autres relations que vous avez en commun,https://www.linkedin.com/in/psbalumni/,"Alumni, Stay Tuned !","Paris, Île-de-France, France"
Jérôme Rusak Gandé Aitor DAGBA EGUILUZ Olivier OUDJANI 7 autres relations que vous avez en commun,https://www.linkedin.com/in/j%C3%A9r%C3%B4me-rusak/,Président Groupe RAYNE,Paris et périphérie
Adrien Badelon Nicolas BEAUCHESNE Clémence Rousseau-Dumarcet 24 autres relations que vous avez en commun,https://www.linkedin.com/in/adrien-badelon-4b885b10/,Avocat de fondateurs et dirigeants d’entreprise chez Scotto Partners,"Paris, Île-de-France, France"
Jean-Marc Brouillard Olivier Tilloy Cyril Pierre de Geyer 54 autres relations que vous avez en commun,https://www.linkedin.com/in/jean-marc-brouillard-8570858/,Co-Fondateur - Directeur Général,France
Rémi Douchet Laurent Plantier Romain Coirault 20 autres relations que vous avez en commun,https://www.linkedin.com/in/r%C3%A9mi-douchet-022230/,Co-fondateur iVesta Family Office & Sapians,Paris et périphérie
Vincent Stammbach Jean Marie Tassy Simeoni Jean-François Fruchtman 26 autres relations que vous avez en commun,https://www.linkedin.com/in/vincent-stammbach/,Cofondateur @Promis @Promed @Mick,"Paris, Île-de-France, France"
Pierre-Marie de Forville Olivier Tilloy Laurent Plantier 49 autres relations que vous avez en commun,https://www.linkedin.com/in/pierre-marie-de-forville-0490465/,Co-fondateur chez iVesta Family Office & Sapians,"Paris, Île-de-France, France"
Benjamin Delarue Mathilde Avenati 🪩 Bruno GUY 21 autres relations que vous avez en commun,https://www.linkedin.com/in/benjamin-delarue/,Directeur Général - COO 🦉 LeHibou | French Tech Next 40,"Boulogne-Billancourt, Île-de-France, France"
